id,group
elisabeth novie riswanti,Orang
andi nirwoto,Orang
jasmin,Orang
setiyo wibowo,Orang
nofry rony poetra,Orang
eko waluyo,Orang
chandra m. hamzah,Orang
eko d. heripoerwanto,Orang
heru budi hartono,Orang
andin hadiyanto,Orang
armand b. arief,Orang
ahdi jumhari luddin,Orang
iqbal latanro,Orang
adi prakoso,Orang
peter eko budi darwito,Orang
nixon l.p napitupulu,Orang
chandra hamzah,Orang
BBYB,Perusahaan
agnes fibri triliana dewi,Orang
tjandra gunawan,Orang
chen jun*,Orang
hardono budi prasetya,Orang
aditya wahyu windarwo*,Orang
hartono budihardjo*,Orang
suprihadi,Orang
tjandra mindharta gozali,Orang
pamitra wineka*,Orang
pramoda dei sudarmo*,Orang
pamitra wineka,Orang
adi priyono,Orang
r. rivai m. noer,Orang
pt gozco capital,Orang
pt akulaku silvrr indonesia,Orang
yellow brick enterprise ltd,Orang
rockcore financial technology co. ltd,Orang
BCAP,Perusahaan
edward kennetze lubis,Orang
deisy christina,Orang
wito mailoa,Orang
jessica herliani tanoesoedibjo,Orang
natalia purnama,Orang
ageng purwanto,Orang
samuel mulyono,Orang
darma widjaja,Orang
darma putra,Orang
tien,Orang
sukisto,Orang
andrea frans tambunan,Orang
riza satria,Orang
pt mnc investama tbk,Orang
jalan pantai limited,Orang
uob kay hian (hong kong) ltd,Orang
ht investment development ltd 2,Orang
BCIC,Perusahaan
ong pey fang,Orang
ritsuo fukadai ,Orang
felix istyono hartadi tiono,Orang
helmi arief hidayat ,Orang
cho won june ,Orang
bijono waliman ,Orang
r. djoko prayitno,Orang
widjaja hendra,Orang
nobiru adachi,Orang
nobuiku chiba,Orang
sutirta budiman,Orang
iwan nataliputra ,Orang
benny siswanto,Orang
bambang setyoko,Orang
i gede yadnya kusuma,Orang
"j trust co., ltd.",Orang
j trust asia pte. ltd. ,Orang
jtrust investments indonesia,Orang
BCIP,Perusahaan
ita sugianti,Orang
edward halim,Orang
handry soesanto,Orang
sugihardjo,Orang
tahir ferdian,Orang
annie halim,Orang
kwek kie jen,Orang
albertus banunaek,Orang
aris kartawijaya,Orang
denni pratama karel,Orang
pt. lodi mitra perkasa,Orang
pt. bumi citra investindo,Orang
wagiman tanto,Orang
BDMN,Perusahaan
rita mirasari,Orang
honggo widjojo kangmasto,Orang
heriyanto agung putra,Orang
dadi budiana,Orang
herry hykmanto,Orang
muljono tjandra,Orang
naoki mizoguchi,Orang
takayoshi futae,Orang
jb kristiadi,Orang
peter benyamin stok,Orang
nobuya kawasaki,Orang
hedy maria helena lapian,Orang
takanori sazaki,Orang
dan harsono,Orang
dr. halim alamsyah,Orang
halim alamsyah,Orang
mawar ir napitupulu,Orang
zainal arifin,Orang
"mufg bank, ltd (secara langsung dan tidak langsung)",Orang
BEBS,Perusahaan
hasan muldhani,Orang
binaidi,Orang
iyan sopiyan,Orang
pio hizkia wehantouw,Orang
iwan supriyanto,Orang
haji herdis sudana,Orang
dr. ir. h. soewarso,Orang
kemas najiburrahman awali,Orang
muhammad al’amin,Orang
revy joseph rudolf kambey,Orang
pt berkah global investama,Orang
pt berkah multi beton,Orang
sugiarwati lucky,Orang
pt cipta ihya nusantara,Orang
"shierly dyanne wijaya, oei",Orang
"heri santoso, liem",Orang
BEEF,Perusahaan
gina n nasution,Orang
yustinus sadmoko,Orang
wiryo subagyo,Orang
maulana malik joesoef,Orang
agus suhada,Orang
frederik wattimena,Orang
juanita gracianti adoe,Orang
gita sapta adi,Orang
indra josepha,Orang
bahagia sembiring,Orang
ridwan jacob,Orang
pt tigatunggal adimulya,Orang
pt brida makmur nusantara,Orang
pt tiga tunggal kapital,Orang
budi satria adoe,Orang
BEKS,Perusahaan
david aryanto dwi saputro,Orang
agus syabarrudin*,Orang
cendria tj tasdik*,Orang
denny sorimulia karim*,Orang
kemal idris,Orang
hasanuddin*,Orang
m. yusuf*,Orang
media warman,Orang
hasanuddin,Orang
hariyadi,Orang
douval,Orang
pt. banten global development,Orang
agus syabarrudin,Orang
cendria tj tasdik,Orang
BELL,Perusahaan
r. nurwulan kusumawati,Orang
karsongno wongso djaja,Orang
r nurwulan kusumawati,Orang
handi suwarto,Orang
lim kwang tak,Orang
v roy sunarja,Orang
v. roy sunarja,Orang
ong po han,Orang
yohanes linero,Orang
pt trisula international tbk,Orang
pt trisula insan tiara,Orang
BESS,Perusahaan
puti aurelia diandra,Orang
wisnu wahyudin pettalolo,Orang
yuliana,Orang
sarman simanjorang,Orang
muhammad bahruddin,Orang
sumarwoto,Orang
arifin mangasi sibarani,Orang
david,Orang
pt batulicin enam sembilan transportasi,Orang
ifiandiaz nazsir sh,Orang
rois sunandar,Orang
BEST,Perusahaan
herdian,Orang
yoshihiro kobi,Orang
leo yulianto sutedja,Orang
daishi asano,Orang
swan mie rudy tanardi,Orang
i gusti putu suryawirawan ,Orang
herbudianto,Orang
wahyu hidayat,Orang
hartono,Orang
antony muljanto,Orang
daiwa house industry co. ltd.,Orang
mkes-client repo,Orang
leo yulianto sutedja ,Orang
BFIN,Perusahaan
sudjono,Orang
francis lay sioe ho,Orang
sutadi,Orang
andrew adiwijanto,Orang
sigit hendra gunawan,Orang
kusmayanto kadiman,Orang
dominic john picone ,Orang
sunata tjiterosampurno,Orang
cornellius henry kho,Orang
johanes sutrisno,Orang
alfonso napitupulu ,Orang
edy sugito,Orang
friso palilingan,Orang
trinugraha capital & co sca,Orang
lay sioe ho,Orang
BGTG,Perusahaan
febrina kenya savitri,Orang
lisawati,Orang
sugiarto surjadi,Orang
setiawan kumala,Orang
lenny sugihat,Orang
sudarto,Orang
marcello theodore taufik,Orang
dede suherman sukandar,Orang
pramu hestiono utama,Orang
pt equity development investment tbk,Orang
uob kay hian pte ltd,Orang
BHAT,Perusahaan
chandra sim,Orang
dimas teguh mulyanto,Orang
paul rachmat wullur,Orang
ang hendra setiawan angkaw,Orang
ferry laksmana,Orang
david christian elisa dengah,Orang
pt nasional niaga abadi,Orang
pt surya duta mas,Orang
BHIT,Perusahaan
santi paramita,Orang
susanty tjandra sanusi,Orang
jiohan sebastian,Orang
henry suparman,Orang
mashudi hamka,Orang
hary tanoesoedibjo,Orang
liliana tanoesoedibjo,Orang
valencia herliani tanoesoedibjo,Orang
kardinal alamsyah karim,Orang
ricky herbert parulian sitohang,Orang
raden rudy irwanto,Orang
ht investment development ltd,Orang
dbs bank ltd s/a caravaggio holdings limited,Orang
dbs bank ltd s/a new ascend limited,Orang
pt bhakti panjiwira,Orang
BIKA,Perusahaan
andi erdiana taslim,Orang
budianto halim,Orang
ali umar,Orang
leonardo hans halim,Orang
irma martani,Orang
nathalia setiawan,Orang
hendi bong,Orang
yusup,Orang
go hengky setiawan,Orang
liliana setiawan,Orang
di bawah 5 %,Orang
BIMA,Perusahaan
mohamad al hadi,Orang
bambang setiyono,Orang
david jahja,Orang
yati nurhayati,Orang
judiono tosin,Orang
agus soetopo,Orang
endang kosasih,Orang
joky halimsaputra,Orang
airyn linanda,Orang
pt. golden lestari,Orang
agus sutopo,Orang
david jahya,Orang
BINA,Perusahaan
john eric pontoh ,Orang
daniel budirahayu,Orang
yulius purnama junaedi,Orang
kiung hui ngo,Orang
adhiputra tanoyo,Orang
budijanto soedarpo,Orang
inawaty handojo,Orang
yohanes santoso wibowo,Orang
josavia rachman ichwan,Orang
ivan purnama sanoesi,Orang
jacobus sindu adisuwono,Orang
pt. philadel terra lestari,Orang
pt indolife pensiontama,Orang
pt. gaya hidup masa kini,Orang
pt. samudra biru,Orang
BINO,Perusahaan
lie fonda,Orang
kristanto widjaja,Orang
linda hamida ismadi,Orang
arman dharma laksana,Orang
willianto ismadi,Orang
aruwan soenardi,Orang
hengky taner,Orang
hengky taher,Orang
annatasia,Orang
zulpan,Orang
pt intan pariwara,Orang
tang widiastuty,Orang
BIPI,Perusahaan
kurniawati budiman,Orang
raymond anthony gerungan,Orang
michael wong,Orang
ferdy yustianto,Orang
andreas kastono ahadi,Orang
wibowo suseno wirjawan,Orang
winston jusuf,Orang
hermawan chandra,Orang
drs. kanaka puradiredja,Orang
rodion wikanto njotowidjojo,Orang
indra safitri,Orang
pt indotambang perkasa,Orang
pt sinarmas multiartha tbk,Orang
BIPP,Perusahaan
arianto syarief,Orang
arianto sjarief,Orang
michelle elisa rusli,Orang
eddy widjaja,Orang
piter korompis,Orang
louise li,Orang
fonny fortunata,Orang
"yoyok widiyanto, se",Orang
susilowati,Orang
safire capital pte ltd,Orang
BIRD,Perusahaan
yusuf salman,Orang
sigit priawan djokosoetono,Orang
adrianto djokosoetono,Orang
eko yuliantoro,Orang
noni sri ayati purnomo,Orang
kresna priawan djokosoetono,Orang
sri adriyani lestari,Orang
bayu priawan djokosoetono,Orang
gunawan surjo wibowo,Orang
fajar prihantoro,Orang
rinaldi firmansyah,Orang
daniel budiman,Orang
agung nugroho soedibyo,Orang
pradana ramadhian gandasubrata,Orang
indra priawan djokosoetono ,Orang
"kresna priawan djokosoetono, mbm",Orang
dr. purnomo prawiro,Orang
pt pusaka citra djokosoetono,Orang
"ir. sigit priawan djokosoetono, mba",Orang
"ir. adrianto djokosoetono, mba",Orang
"noni sri ayati purnomo, b. eng., mba",Orang
dr. sri adriyani lestari ,Orang
"bayu priawan djokosoetono , se., mbm",Orang
drs. gunawan  surjo wibowo,Orang
BISI,Perusahaan
bapak a. novia edi maharanto,Orang
agus saputra wijaya,Orang
putu darsana,Orang
joseph suprijanto,Orang
triono hardyanto,Orang
arief tonny kusuma,Orang
tjiu thomas effendy,Orang
jemmy eka putra,Orang
burhan hidayat,Orang
yo robertus adi sulistyo,Orang
ira luciawati,Orang
pt agrindo pratama,Orang
field investment holdings pte. ltd.,Orang
valley investment holdings pte. ltd.,Orang
vista investment holdings pte. ltd.,Orang
tan jemmy eka putra,Orang
BJBR,Perusahaan
widi hartoto,Orang
yuddy renaldi,Orang
tedi setiawan,Orang
rio lanasier,Orang
nia kania,Orang
suartini,Orang
nancy adistyasari,Orang
cecep trisna,Orang
farid rahman,Orang
fahlino f sjuib,Orang
muhadi,Orang
dedi taufik,Orang
tubagus raditya indrajaya,Orang
mokhamad anwar,Orang
wawan hernawan,Orang
pemda provinsi jawa barat,Orang
pemda kabupaten bandung,Orang
emda provinsi banten,Orang
ir. muhadi ,Orang
BJTM,Perusahaan
umi rodiyah,Orang
busrul iman,Orang
rizyana mirda,Orang
erdianto sigit cahyono,Orang
tonny prasetyo,Orang
ferdian timur satyagraha,Orang
candra fajri ananda,Orang
heru tjahjono,Orang
muhammad mas'ud,Orang
akhmad djauhari,Orang
ellen theresia sihotang,Orang
pemda tingkat i provinsi jawa timur,Orang
38 pemda kabupaten/kota,Orang
mas'ud said,Orang
BKDP,Perusahaan
brasada chandra,Orang
hendro sumampow,Orang
iefenn adrianne sumampow,Orang
ielenna sumampow,Orang
endang lestari pujiastuti,Orang
leotine ierma agustina sumampow,Orang
letnan jenderal (purn.) tarub,Orang
agus widagdo,Orang
edy sukamto,Orang
tarub,Orang
pt. adhibalaraja ,Orang
pt. primantara wisesa sejahtera ,Orang
leotine ierma agustina ,Orang
BKSL,Perusahaan
kwee liana kumala,Orang
tjetje muljanto,Orang
iwan budiharsana,Orang
richard susilo,Orang
basaria panjaitan,Orang
jonnardi,Orang
sumarsono,Orang
bamby bisma ularan,Orang
aria kanaka,Orang
pt. sakti generasi perdana,Orang
stella isabella djohan,Orang
BKSW,Perusahaan
indah mathilda,Orang
windiartono tabingin,Orang
geoffry nugraha,Orang
bambang andri irawan,Orang
nicolas alix groene (nick groene),Orang
soemenggrie jongkamto *),Orang
stephen robert james holden,Orang
djoko sarwono,Orang
suroto moehadji,Orang
muhammad anas malla,Orang
khalid ahmed al sada,Orang
fatma abdulla al-suwaidi,Orang
achmad effendy abdulrachman,Orang
tjetjep hasmitha,Orang
qatar national bank (q.p.s.c.),Orang
khalid ahmed al-sada,Orang
soemenggrie jongkamto ,Orang
BLTA,Perusahaan
benny rachmat,Orang
siana anggraeni surya,Orang
a. yulian h. ernanto,Orang
hadi surya,Orang
safzen noerdin,Orang
antonius joenoes supit,Orang
anthony budiawan,Orang
timotius,Orang
denny susilo,Orang
pt tunggaladhi baskara ,Orang
"elang megah inti, pt",Orang
pershing llc main custody account,Orang
BLTZ,Perusahaan
"yeo, deoksu",Orang
park jungsin,Orang
tobias ernst chun damek,Orang
jason jacob tabalujan,Orang
ferdiana yulia sunardi ,Orang
bratanata perdana,Orang
gatot subroto,Orang
oh donggyu,Orang
fitri irmawati,Orang
coree capital limited,Orang
cgi holdings limited,Orang
ferdiana yulia sunardi,Orang
BLUE,Perusahaan
vini hardianti,Orang
herman tansri,Orang
fadjar tasrif,Orang
rudy tasrif,Orang
siek agung guntoro,Orang
noviyanti indah kardiman,Orang
winnie ng,Orang
fajar tasrif,Orang
BMAS,Perusahaan
iwan djayawasita,Orang
herman halim,Orang
"yunita wanda, wong",Orang
endah winarni,Orang
iis herijati,Orang
"h. muhammad pujiono santoso, ir",Orang
diana alim,Orang
m. pujiono santoso,Orang
robby bumulo,Orang
m. imam sofyan,Orang
pt alim investindo,Orang
pt guna investindo,Orang
gunardi,Orang
alim puspita,Orang
BMHS,Perusahaan
josephine pm tobing,Orang
taufik santoso,Orang
tedy homogin,Orang
mesha rizal sini,Orang
nurhadi yudiyantho,Orang
ivan rizal sini,Orang
wishnutama kusubandio,Orang
rito alam rizal sini,Orang
chairul radjab nasution,Orang
tiwi setyawati,Orang
marsaulina olivia panjaitan,Orang
pt bunda investama indonesia,Orang
renobulan rizal sini suheimi,Orang
ietje ika s. rizal sini,Orang
soepardiman,Orang
asril aminullah,Orang
sunarto wironegoro,Orang
gunawarman basuki,Orang
dian citra resmi,Orang
edwardly idris pamuntjak,Orang
akasya investments limited,Orang
BMRI,Perusahaan
rudi as aturridha,Orang
darmawan junaidi,Orang
alexandra askandar,Orang
ahmad siddik badruddin,Orang
agus dwi handaya,Orang
panji irawan,Orang
riduan,Orang
aquarius rudianto,Orang
toni eko boy subari,Orang
susana indah k. indriati,Orang
rohan hafas,Orang
sigit prastowo,Orang
timothy utama,Orang
muhamad chatib basri,Orang
andrinof a. chaniago,Orang
rionald silaban,Orang
mohamad nasir,Orang
nawal nely,Orang
arif budimanta,Orang
faried utomo,Orang
boedi armanto,Orang
loeke larasati agoestina,Orang
muhammad yusuf ateh,Orang
boedi armanto ,Orang
muhamad chatib basri ,Orang
andrinof a. chaniago ,Orang
mohamad nasir ,Orang
loeke larasati agoestina ,Orang
rasyid darajad,Orang
rubi pertama,Orang
m. chatib basri,Orang
arief budimanta,Orang
BMSR,Perusahaan
monika elisabeth,Orang
welly thomas,Orang
tony santosa,Orang
marina,Orang
johnson napitupulu,Orang
liliany widjaja,Orang
chance stand finance limited ,Orang
ubs ag singapore s/a trans-universal,Orang
BMTR,Perusahaan
abuzzal abusaeri,Orang
ruby panjaitan,Orang
syafril nasution,Orang
christophorus taufik siswandi,Orang
indra pudjiastuti,Orang
rosano barack,Orang
mohamed idwan ganie,Orang
john aristianto prasetio,Orang
beti puspitasari santoso,Orang
"mnc investama tbk, pt",Orang
drs. lo kheng hong,Orang
john a. prasetio,Orang
christophorus taufik,Orang
BNBA,Perusahaan
lyvinia sari,Orang
wikan aryono s,Orang
hendrik atmaja,Orang
tan hendra jonathan,Orang
edwin suryahusada,Orang
"ir. rachmat mulia suryahusada, mba",Orang
daniel budi dharma,Orang
r.m. sjariffudin (mohammad sjariffudin),Orang
"keng joe hok, sh",Orang
tara adelia senjaya,Orang
pt surya husada investment,Orang
pt takjub financial teknologi,Orang
pt dana graha agung,Orang
pt budiman kencana lestari,Orang
t. hendra jonathan,Orang
BNBR,Perusahaan
christofer alexander uktolseja,Orang
anindya novyan bakrie,Orang
anindra ardiansyah bakrie,Orang
hendrajanto marta sakti,Orang
ir. achmad amri aswono putro,Orang
r.a. sri dharmayanti,Orang
charlie kasim,Orang
drs. sutanto,Orang
armansyah yamin,Orang
sutanto,Orang
irwan sjarkawi,Orang
arief a. dhani,Orang
daley capital limited,Orang
credit suisse ag singapore branch s/a bright ventures pte ltd (mou facility),Orang
fountain city investment ltd,Orang
"achmad amri aswono putro, ir.",Orang
r.a sri dharmayanti,Orang
BNGA,Perusahaan
fransiska oei,Orang
lani darmawan,Orang
lee kai kwong,Orang
john simon ,Orang
pandji pratama djajanegara,Orang
fransiska oei ,Orang
tjioe mei tjuen,Orang
rusly johannes,Orang
joni raini,Orang
henky sulistyo,Orang
didi syafruddin yahya,Orang
glenn muhammad surya yusuf,Orang
jeffrey kairupan,Orang
sri widowati,Orang
dato' abdul rahman ahmad,Orang
vera handajani,Orang
endang kussulanjari s.,Orang
ronald t.a. kasim,Orang
cimb group sdn bhd,Orang
tigor marsahala siahaan,Orang
pandji p djajanegara ,Orang
john simon,Orang
lee kai kwong ,Orang
BNII,Perusahaan
harris p. simanjuntak,Orang
taswin zakaria,Orang
thilagavathy nadason,Orang
irvandi ferizal,Orang
effendi,Orang
muhamadian,Orang
widya permana,Orang
steffano ridwan,Orang
ricky antariksa,Orang
david formula,Orang
datuk abdul farid bin alias,Orang
edwin gerungan,Orang
budhi dyah sitawati,Orang
achjar iljas,Orang
hendar ,Orang
datuk lim hong tat,Orang
putut eko bayuseno ,Orang
hendar,Orang
achjar iljas ,Orang
teuku radja sjahnan ,Orang
budi rahayu,Orang
sorak financial holdings pte ltd ,Orang
ubs ag london,Orang
maybank offshore corporate services,Orang
BNLI,Perusahaan
katharine grace,Orang
chalit tayjasanant,Orang
abdy dharma salimin,Orang
lea setianti kusumawijaya,Orang
darwin wibowo,Orang
dhien tjahajani,Orang
herwin bustaman,Orang
djumariah tenteram,Orang
dayan sadikin,Orang
suwatchai songwanich,Orang
chartsiri sophonpanich,Orang
haryanto sahari ,Orang
goei siauw hong ,Orang
niramarn laisathit ,Orang
chong toh ,Orang
yap tjay soen,Orang
haryanto sahari,Orang
handy effendy halim,Orang
mieke s. djalil,Orang
BOBA,Perusahaan
"ge, ieyanto yamin",Orang
yunita sugiarto ew,Orang
dewi irianty wijaya,Orang
"tseng, jen-you",Orang
hengky wijaya,Orang
david alusinsing,Orang
ellen,Orang
james siahaan,Orang
pt kurniamitra duta sentosa tbk,Orang
"texture maker enterprise co., ltd",Orang
"preserved food specialty co., ltd",Orang
paporn mahattanobol,Orang
tseng jen you,Orang
BOGA,Perusahaan
arif andi wihatmanto,Orang
albert witono setiawan,Orang
arif andi wihatmanto ,Orang
kirtiadi hotama,Orang
eko nugroho thjahjadi,Orang
hadiyana,Orang
hengki mulyadi sinaga,Orang
tantri sufitri,Orang
pt capital life syariah,Orang
pt sinar solusindo sejahtera ,Orang
BOLA,Perusahaan
yohanes ade bunian moniaga,Orang
yabes tanuri,Orang
katharine wianna,Orang
putri paramita sudali,Orang
jemi wiyono prihadi,Orang
edy soehartono,Orang
andy flores noya,Orang
m. iman usman,Orang
ahmad sofyan,Orang
j. hasan anwar,Orang
pieter tanuri,Orang
ayu patricia rachmat,Orang
pt asuransi central asia,Orang
BOLT,Perusahaan
anthony wijaya,Orang
rudy wijaya,Orang
bono rumbiono,Orang
lenny wijaya,Orang
ervin wijaya,Orang
herman wijaya,Orang
andree wijaya,Orang
hadi surjadipradja,Orang
alida basir astarsis,Orang
wijanarko,Orang
pt garuda multi investama ,Orang
BOSS,Perusahaan
ade firmansyah,Orang
freddy tedjasasmita,Orang
widodo nurly sumady,Orang
bobby rachman,Orang
freddy setiawan,Orang
johannes halim,Orang
astri juniar,Orang
suhendri,Orang
pt megah prakarsa utama ,Orang
pt sapphire mulia abadi,Orang
pt kencana unggul semesta,Orang
kumar jairamdas aildasani,Orang
BPFI,Perusahaan
indah mulyawan,Orang
markus dinarto pranoto,Orang
jasin hermawan,Orang
hady sutiono,Orang
irena istary iskandar,Orang
desti liliati,Orang
christopher joseph clower,Orang
eddy silalahi,Orang
iwan setiawan,Orang
"batavia prosperindo internasional,pt",Orang
suzanna tanojo,Orang
217668176,Orang
BPII,Perusahaan
jenny sutio,Orang
